Name,Father's Name,ID Number,Phone Number,Address,Specialty,Latitude,Longitude
Arsalan Arsalan,Muhammad Muhammad,58300-9558157-3,3330083242,"881 Street, Johar,Town",Electrician,31.469693,74.27284610000001
Muhammad Qamar,Hassan Arsalan,87586-9062759-7,3421133016,"222 Road, Liaquatabad,Town",Flat Tire Mechanic,24.9046605,67.0472374
Arsalan Ali,Haider Hassan,36376-5408277-1,3794882958,"175 Avenue, Orangi,City",Painter,24.9517285,67.00227149999999
Muhammad Muhammad,Nisar Arsalan,32317-6867017-1,3021641897,"497 Avenue, Five Star,Town",Auto Mechanic,,
Ali Arsalan,Ali Bilal,35591-2924984-6,3263027059,"677 Avenue, Liaquatabad,Town",Flat Tire Mechanic,24.9046605,67.0472374
Ahmed Nisar,Hassan Bilal,38709-3809004-7,3178208664,"32 Avenue, Five Star,City",Electrician,,
Ali Ali,Faizan Faizan,61417-3783641-3,3410466674,"215 Avenue, Five Star,Town",Electrician,,
Ahmed Haider,Afzal Muhammad,94972-9996734-6,3381441349,"42 Road, Liaquatabad,Town",Electrician,24.9080593,67.0474554
Ali Qazi Mairaj,Muhammad Nisar,50019-9184575-4,3147364449,"786 Avenue, Five Star,Town",Painter,,
Muhammad Muhammad,Afzal Haider,42737-9441349-2,3660013424,"697 Road, Five Star,City",Denter,,
Ali Ahmed,Arsalan Nisar,93984-2390147-5,3772441477,"628 Street, Kimari,City",Auto Mechanic,,
Nisar Hassan,Qamar Qazi Mairaj,59396-6259049-1,3618460207,"162 Avenue, Five Star,City",Denter,,
Haider Ali,Nisar Ali,92544-3352587-2,3177882672,"263 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Faizan Arsalan,Haider Qamar,25196-5763495-4,3914619475,"462 Avenue, Korangi,Town",Key Maker,24.8387414,67.1209226
Qamar Hassan,Hassan Ali,33683-9345320-3,3263379527,"399 Road, Liaquatabad,Town",Denter,24.9046605,67.0472374
Arsalan Muhammad,Qamar Hassan,21305-8805901-8,3284676423,"504 Avenue, Korangi,Town",Body-Mechanic,24.8387414,67.1209226
Hassan Hassan,Nisar Nisar,10876-1781376-1,3565372402,"745 Street, Johar,City",Painter,,
Muhammad Muhammad,Hassan Haider,79326-4059931-1,3754866423,"717 Avenue, Gulshan,Town",Electrician,24.9180271,67.0970916
Hassan Ali,Qazi Mairaj Hassan,13084-6363500-7,3170404103,"709 Road, Five Star,Town",Painter,,
Haider Qazi Mairaj,Afzal Faizan,59594-8280202-6,3973817916,"880 Avenue, Korangi,Town",Key Maker,24.8387414,67.1209226
Hassan Qamar,Afzal Nisar,49822-3490764-4,3597804974,"537 Avenue, Liaquatabad,City",Painter,24.9046605,67.0472374
Muhammad Hassan,Bilal Qamar,14662-6321302-7,3468050780,"590 Street, Gulshan,Town",Key Maker,24.9180271,67.0970916
Ali Muhammad,Haider Nisar,97906-8455525-9,3110405497,"53 Street, Kimari,City",Flat Tire Mechanic,,
Afzal Afzal,Ahmed Hassan,26624-9398667-7,3274220744,"863 Street, Gulshan,City",Electrician,33.2573986,73.1455467
Nisar Ali,Qazi Mairaj Ali,91538-7463338-6,3972312639,"298 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Arsalan Bilal,Ahmed Nisar,86141-2399367-9,3383930712,"511 Avenue, Kimari,Town",Denter,24.8787702,66.87899999999999
Arsalan Bilal,Bilal Arsalan,57756-4614089-2,3761472460,"226 Avenue, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Muhammad Ahmed,Bilal Bilal,34513-4083011-2,3388092560,"633 Street, Gulshan,City",Key Maker,,
Qamar Ahmed,Haider Nisar,23610-2927621-9,3394410785,"64 Road, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Ali Muhammad,Ali Haider,77474-8831827-1,3170265171,"716 Street, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Qazi Mairaj Muhammad,Afzal Qazi Mairaj,26802-8373156-1,3993030968,"833 Street, Korangi,City",Key Maker,24.8387414,67.1209226
Muhammad Qamar,Qamar Ahmed,77821-7185508-3,3299239335,"493 Road, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Hassan Haider,Hassan Muhammad,94460-5340909-5,3270419609,"982 Street, Saddar,Town",Key Maker,24.8531846,67.0166725
Afzal Bilal,Muhammad Haider,81439-3184828-2,3907148159,"975 Street, Liaquatabad,City",Electrician,24.9046605,67.0472374
Muhammad Muhammad,Muhammad Muhammad,32421-7416635-2,3703900172,"134 Street, Kimari,City",Flat Tire Mechanic,,
Bilal Afzal,Arsalan Bilal,63075-7462089-5,3727572415,"558 Street, Liaquatabad,City",Flat Tire Mechanic,24.9046605,67.0472374
Nisar Nisar,Qamar Bilal,29757-6585415-4,3620806867,"245 Avenue, Gulshan,City",Body-Mechanic,33.2573986,73.1455467
Faizan Ahmed,Faizan Qamar,89213-1277107-4,3449298204,"711 Road, Gulshan,Town",Key Maker,24.9180271,67.0970916
Muhammad Ahmed,Ahmed Ali,26413-9314551-2,3255352422,"70 Road, Liaquatabad,Town",Painter,24.9046605,67.0472374
Arsalan Qazi Mairaj,Faizan Qamar,88351-2075956-1,3346663589,"790 Road, Saddar,City",Painter,24.8615984,67.0290744
Nisar Afzal,Qamar Afzal,91136-2893087-6,3974980028,"565 Road, Orangi,City",Painter,24.9517285,67.00227149999999
Ali Hassan,Qazi Mairaj Afzal,14137-1499532-5,3273721656,"652 Road, Gulshan,City",Painter,33.2573986,73.1455467
Arsalan Muhammad,Ahmed Qamar,85019-1458636-5,3828762446,"144 Street, Five Star,City",Auto Mechanic,,
Haider Hassan,Arsalan Arsalan,15853-7378966-1,3652222506,"514 Avenue, Liaquatabad,City",Denter,24.9046605,67.0472374
Muhammad Bilal,Afzal Bilal,31234-3953288-3,3326709173,"306 Street, Kimari,Town",Denter,24.8787702,66.87899999999999
Faizan Qamar,Haider Haider,81175-2856382-7,3125201916,"550 Road, Saddar,City",Flat Tire Mechanic,24.8615984,67.0290744
Hassan Muhammad,Bilal Arsalan,65230-7416342-1,3767816199,"801 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Ahmed Hassan,Qamar Qamar,88473-4103444-4,3797082928,"307 Avenue, Saddar,Town",Electrician,24.8531846,67.0166725
Ali Muhammad,Hassan Muhammad,71548-9055587-5,3533207442,"128 Avenue, Five Star,Town",Flat Tire Mechanic,,
Arsalan Haider,Qazi Mairaj Faizan,65615-9215487-4,3876299528,"431 Street, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Ahmed Ahmed,Arsalan Hassan,28489-9211385-1,3856582647,"591 Road, Saddar,Town",Auto Mechanic,24.8531846,67.0166725
Muhammad Ali,Faizan Faizan,77211-8495806-6,3103575959,"405 Avenue, Liaquatabad,Town",Denter,24.9046605,67.0472374
Ali Qazi Mairaj,Qamar Qamar,47674-5751841-4,3742144240,"505 Road, Johar,City",Flat Tire Mechanic,,
Faizan Faizan,Nisar Ahmed,39688-8790894-2,3068212107,"977 Road, Korangi,Town",Flat Tire Mechanic,24.8387414,67.1209226
Muhammad Afzal,Qazi Mairaj Bilal,51439-3965779-9,3466874052,"197 Road, Five Star,Town",Painter,,
Qazi Mairaj Qamar,Muhammad Ali,37713-5776142-1,3275721448,"536 Avenue, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Bilal Faizan,Muhammad Haider,72666-9032050-9,3337674452,"974 Avenue, Orangi,Town",Denter,24.9517285,67.00227149999999
Hassan Bilal,Muhammad Haider,73212-6752813-9,3101414136,"101 Avenue, Orangi,Town",Denter,24.9517285,67.00227149999999
Bilal Ahmed,Arsalan Ahmed,30871-6551946-2,3147389134,"350 Avenue, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Muhammad Hassan,Ali Muhammad,21682-3806877-3,3131075657,"603 Road, Korangi,City",Key Maker,24.8387414,67.1209226
Ahmed Qazi Mairaj,Ahmed Muhammad,58662-4364678-3,3192134089,"964 Road, Korangi,Town",Key Maker,24.8387414,67.1209226
Haider Arsalan,Muhammad Arsalan,43528-7090851-2,3965165410,"777 Street, Orangi,Town",Denter,24.9517285,67.00227149999999
Hassan Ahmed,Ahmed Hassan,32155-9217546-6,3819887505,"56 Avenue, Kimari,Town",Painter,24.8787702,66.87899999999999
Qazi Mairaj Qamar,Afzal Muhammad,19264-9769367-5,3714618952,"370 Street, Liaquatabad,City",Auto Mechanic,24.9046605,67.0472374
Qazi Mairaj Ahmed,Ahmed Bilal,66207-2284099-1,3259247422,"528 Street, Liaquatabad,City",Flat Tire Mechanic,24.9046605,67.0472374
Faizan Bilal,Qamar Ali,99525-8131871-3,3689598614,"502 Street, Five Star,City",Painter,,
Nisar Muhammad,Qamar Qazi Mairaj,53515-5033002-5,3840369055,"81 Avenue, Orangi,Town",Painter,24.9517285,67.00227149999999
Qamar Qazi Mairaj,Nisar Haider,61174-5631284-2,3422226836,"484 Road, Liaquatabad,City",Painter,24.9046605,67.0472374
Bilal Faizan,Hassan Qazi Mairaj,80042-4739903-1,3238211204,"392 Street, Kimari,City",Key Maker,,
Qamar Ahmed,Muhammad Qamar,16700-2710445-7,3354921528,"98 Street, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Haider Qazi Mairaj,Ahmed Nisar,45568-4271734-1,3903060286,"104 Street, Five Star,Town",Denter,,
Nisar Muhammad,Haider Arsalan,51915-4753199-8,3455684530,"393 Road, Gulshan,City",Denter,,
Arsalan Ahmed,Afzal Qazi Mairaj,99273-9594171-2,3226434107,"484 Avenue, Liaquatabad,City",Flat Tire Mechanic,24.9046605,67.0472374
Muhammad Afzal,Haider Qamar,20494-3169428-2,3214755906,"215 Street, Korangi,City",Electrician,24.8387414,67.1209226
Haider Muhammad,Arsalan Hassan,38534-4378825-3,3462709706,"680 Road, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Haider Ahmed,Nisar Muhammad,70471-9258152-8,3028149958,"275 Road, Orangi,City",Painter,24.9517285,67.00227149999999
Muhammad Nisar,Hassan Faizan,46640-9134535-8,3108142207,"458 Road, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Nisar Hassan,Ali Qamar,68520-4856194-6,3315011199,"599 Avenue, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Faizan Nisar,Qazi Mairaj Haider,10474-9521798-9,3393041562,"469 Road, Kimari,City",Auto Mechanic,,
Ali Qazi Mairaj,Ali Qazi Mairaj,62442-2339249-1,3157692659,"978 Street, Johar,Town",Flat Tire Mechanic,31.469693,74.27284610000001
Arsalan Muhammad,Afzal Ahmed,71828-6120853-2,3022009224,"549 Avenue, Saddar,Town",Key Maker,24.8531846,67.0166725
Qazi Mairaj Afzal,Qamar Haider,31936-7577132-6,3954640675,"422 Road, Liaquatabad,Town",Auto Mechanic,24.9046605,67.0472374
Hassan Nisar,Arsalan Muhammad,69184-7989144-3,3605771488,"545 Road, Liaquatabad,City",Painter,24.9046605,67.0472374
Bilal Ali,Muhammad Hassan,51006-2682960-6,3227624338,"968 Street, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Ali Ahmed,Bilal Ahmed,61699-1783993-4,3670984766,"249 Avenue, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Ali Hassan,Arsalan Faizan,26796-5648241-4,3351896338,"739 Street, Saddar,City",Electrician,24.8615984,67.0290744
Arsalan Arsalan,Haider Qamar,10768-9882063-2,3649912271,"496 Avenue, Saddar,Town",Painter,24.8531846,67.0166725
Bilal Muhammad,Afzal Bilal,96190-3965804-4,3459283836,"927 Road, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Nisar Arsalan,Faizan Muhammad,98213-4890842-9,3950450218,"26 Street, Orangi,Town",Painter,24.9517285,67.00227149999999
Bilal Nisar,Qazi Mairaj Faizan,20623-7372693-6,3465072698,"287 Street, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Ali Ali,Ahmed Ahmed,72073-5967795-7,3778881606,"846 Road, Johar,City",Key Maker,,
Faizan Ali,Muhammad Qazi Mairaj,89078-5562874-6,3890167145,"184 Avenue, Saddar,Town",Auto Mechanic,24.8531846,67.0166725
Afzal Muhammad,Muhammad Arsalan,62300-8336837-4,3792317138,"648 Avenue, Johar,Town",Painter,31.469693,74.27284610000001
Qazi Mairaj Ali,Muhammad Muhammad,89009-8274723-9,3508074554,"801 Road, Johar,Town",Painter,31.469693,74.27284610000001
Ali Muhammad,Nisar Bilal,35188-7140810-8,3370494238,"975 Street, Liaquatabad,City",Electrician,24.9046605,67.0472374
Nisar Afzal,Nisar Qamar,20320-5272070-8,3316165957,"688 Avenue, Kimari,City",Flat Tire Mechanic,,
Ahmed Ali,Qamar Qamar,58812-1772174-2,3879805545,"866 Avenue, Johar,Town",Denter,31.469693,74.27284610000001
Bilal Ali,Nisar Qazi Mairaj,58040-1721922-2,3360777792,"972 Road, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Muhammad Haider,Afzal Muhammad,30934-4194687-2,3456357179,"437 Road, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Ahmed Qazi Mairaj,Ahmed Nisar,51597-6546655-4,3165200979,"681 Road, Liaquatabad,City",Key Maker,24.9046605,67.0472374
Faizan Faizan,Muhammad Ahmed,42059-3489833-4,3899944799,"213 Road, Korangi,Town",Denter,24.8387414,67.1209226
Ahmed Hassan,Arsalan Bilal,58140-6645763-5,3357302107,"470 Street, Kimari,Town",Denter,24.8787702,66.87899999999999
Bilal Ahmed,Muhammad Nisar,46520-5204133-7,3037387388,"116 Road, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Ahmed Muhammad,Muhammad Qazi Mairaj,43290-2898189-4,3970482487,"453 Street, Kimari,City",Body-Mechanic,,
Muhammad Faizan,Arsalan Haider,64559-8007657-6,3278120079,"483 Avenue, Johar,City",Flat Tire Mechanic,,
Muhammad Ahmed,Qamar Arsalan,25273-8801246-3,3806522889,"8 Street, Johar,City",Body-Mechanic,,
Bilal Muhammad,Ali Haider,17928-5325074-9,3684177782,"177 Street, Korangi,Town",Denter,24.8387414,67.1209226
Arsalan Nisar,Qamar Muhammad,38929-7489352-1,3476072596,"676 Avenue, Johar,City",Key Maker,,
Qazi Mairaj Faizan,Muhammad Muhammad,39258-3843865-4,3191874977,"901 Street, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Qamar Nisar,Muhammad Bilal,49826-9475359-9,3214699177,"604 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Hassan Muhammad,Afzal Muhammad,19964-7980624-8,3595379545,"919 Road, Orangi,Town",Painter,24.9517285,67.00227149999999
Afzal Qazi Mairaj,Haider Muhammad,23671-6134998-5,3033320796,"412 Street, Orangi,Town",Denter,24.9517285,67.00227149999999
Muhammad Muhammad,Afzal Muhammad,67506-4122826-4,3070619215,"722 Street, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Ali Qazi Mairaj,Ali Nisar,72663-5939310-4,3816079542,"558 Road, Kimari,Town",Body-Mechanic,24.8787702,66.87899999999999
Muhammad Qazi Mairaj,Qazi Mairaj Nisar,92259-5292865-5,3181770301,"404 Road, Five Star,City",Denter,,
Ali Arsalan,Nisar Qamar,51751-2668399-2,3180629122,"316 Avenue, Johar,Town",Key Maker,31.469693,74.27284610000001
Qazi Mairaj Hassan,Afzal Faizan,37259-6192752-3,3938937411,"990 Avenue, Saddar,Town",Denter,24.8531846,67.0166725
Bilal Muhammad,Bilal Afzal,58703-7855598-2,3893932847,"954 Avenue, Liaquatabad,Town",Denter,24.9046605,67.0472374
Faizan Faizan,Ali Ali,97935-2561276-8,3035384707,"153 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Afzal Bilal,Bilal Muhammad,14248-9507762-3,3875550754,"658 Street, Johar,City",Electrician,,
Hassan Qamar,Muhammad Arsalan,19903-3140740-5,3623204445,"613 Road, Five Star,City",Electrician,,
Muhammad Muhammad,Muhammad Ali,55577-9062189-7,3072547361,"652 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Afzal Ahmed,Arsalan Arsalan,18772-2963946-7,3979496748,"662 Street, Saddar,City",Electrician,24.8615984,67.0290744
Ahmed Afzal,Afzal Muhammad,44452-2634160-8,3735795607,"152 Road, Saddar,Town",Denter,24.8531846,67.0166725
Ali Nisar,Hassan Nisar,13336-8694279-4,3029553986,"518 Road, Korangi,City",Key Maker,24.8387414,67.1209226
Muhammad Ali,Qamar Qazi Mairaj,45468-4653099-5,3281632098,"792 Street, Orangi,City",Electrician,24.9517285,67.00227149999999
Ahmed Muhammad,Afzal Ali,95248-1708806-3,3169640538,"753 Avenue, Saddar,Town",Auto Mechanic,24.8531846,67.0166725
Arsalan Bilal,Ali Faizan,36611-9152111-3,3560676065,"900 Street, Five Star,Town",Electrician,,
Hassan Haider,Qazi Mairaj Hassan,90167-5100701-3,3211442304,"594 Street, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Ali Hassan,Nisar Faizan,58370-5188662-8,3925825837,"953 Street, Gulshan,City",Electrician,,
Faizan Ali,Hassan Ali,90045-4214578-3,3984458521,"21 Road, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Hassan Muhammad,Hassan Ali,47432-8952595-3,3043042933,"725 Street, Kimari,City",Denter,,
Ahmed Ahmed,Muhammad Haider,17629-1961844-6,3493766281,"524 Road, Orangi,City",Key Maker,24.9517285,67.00227149999999
Muhammad Qazi Mairaj,Qazi Mairaj Bilal,77339-8020061-8,3584017051,"777 Avenue, Korangi,Town",Body-Mechanic,24.8387414,67.1209226
Qamar Muhammad,Ahmed Muhammad,68158-8789807-9,3919566125,"768 Avenue, Kimari,Town",Auto Mechanic,24.8787702,66.87899999999999
Ahmed Faizan,Qazi Mairaj Ahmed,10024-4490390-3,3047615179,"162 Road, Gulshan,City",Body-Mechanic,33.2573986,73.1455467
Afzal Arsalan,Qamar Haider,42329-5367693-2,3518262719,"641 Road, Gulshan,City",Body-Mechanic,,
Muhammad Qazi Mairaj,Qazi Mairaj Afzal,94535-6802151-3,3519731124,"520 Road, Johar,Town",Key Maker,31.469693,74.27284610000001
Qazi Mairaj Afzal,Qamar Muhammad,74826-1248285-8,3353560460,"593 Avenue, Liaquatabad,Town",Denter,24.9046605,67.0472374
Qamar Muhammad,Haider Ahmed,50552-4101309-3,3064969705,"997 Street, Five Star,City",Electrician,,
Bilal Muhammad,Arsalan Ali,16423-2162742-8,3441638703,"520 Road, Korangi,Town",Flat Tire Mechanic,24.8387414,67.1209226
Afzal Faizan,Muhammad Afzal,73795-5073365-2,3881622762,"921 Street, Orangi,City",Electrician,24.9517285,67.00227149999999
Bilal Faizan,Bilal Haider,95079-9838867-4,3611005683,"8 Avenue, Saddar,City",Denter,24.8615984,67.0290744
Qazi Mairaj Haider,Qamar Qazi Mairaj,16853-3572080-5,3690274099,"860 Street, Liaquatabad,City",Flat Tire Mechanic,24.9046605,67.0472374
Muhammad Ahmed,Qazi Mairaj Muhammad,84399-5421561-8,3250204480,"608 Avenue, Liaquatabad,Town",Painter,24.9046605,67.0472374
Faizan Faizan,Arsalan Muhammad,39902-3296538-1,3658449784,"630 Street, Gulshan,City",Flat Tire Mechanic,33.2573986,73.1455467
Arsalan Qazi Mairaj,Ahmed Arsalan,62789-8025081-4,3234941452,"366 Avenue, Johar,City",Auto Mechanic,,
Haider Qazi Mairaj,Ahmed Hassan,12984-1600543-5,3516639297,"872 Road, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Haider Faizan,Haider Qamar,34124-2815974-1,3327336482,"935 Road, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Muhammad Arsalan,Nisar Afzal,89804-5932577-5,3453701334,"142 Street, Johar,Town",Key Maker,31.4711396,74.2522816
Ahmed Nisar,Qamar Qazi Mairaj,19059-5968813-4,3587249044,"563 Road, Saddar,City",Denter,24.8615984,67.0290744
Ahmed Haider,Ahmed Qazi Mairaj,13280-8998790-8,3866123200,"538 Street, Johar,Town",Painter,31.469693,74.27284610000001
Faizan Qamar,Ahmed Ahmed,35430-3428598-6,3551981411,"719 Street, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Qamar Qamar,Faizan Bilal,36477-6287089-8,3191474251,"935 Road, Five Star,City",Painter,,
Qamar Ahmed,Qamar Faizan,78541-6192971-9,3848417630,"782 Street, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
Ahmed Bilal,Ali Ahmed,20889-4243460-6,3312354619,"975 Avenue, Saddar,Town",Key Maker,24.8531846,67.0166725
Muhammad Muhammad,Faizan Muhammad,53543-4561040-4,3294370257,"411 Street, Orangi,City",Electrician,24.9517285,67.00227149999999
Nisar Ahmed,Ahmed Faizan,14691-6797348-3,3235682372,"985 Avenue, Johar,City",Electrician,,
Qamar Ali,Ahmed Arsalan,62271-3342444-5,3385375326,"48 Road, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Hassan Faizan,Muhammad Hassan,41834-6971989-5,3865018703,"230 Street, Korangi,Town",Painter,24.8387414,67.1209226
Afzal Faizan,Qamar Ali,34748-2648264-4,3536743558,"749 Street, Kimari,Town",Body-Mechanic,24.8787702,66.87899999999999
Arsalan Haider,Haider Muhammad,19411-9587785-7,3590578301,"380 Avenue, Orangi,City",Denter,24.9517285,67.00227149999999
Bilal Haider,Bilal Bilal,53455-3186247-1,3071274729,"950 Street, Liaquatabad,City",Auto Mechanic,24.9046605,67.0472374
Ali Qazi Mairaj,Faizan Haider,45980-7175966-8,3253033269,"274 Avenue, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Ali Muhammad,Muhammad Bilal,90402-4070514-6,3042053516,"529 Avenue, Saddar,Town",Electrician,24.8531846,67.0166725
Bilal Hassan,Ali Muhammad,53096-4158953-2,3496295845,"607 Street, Five Star,City",Painter,,
Qazi Mairaj Ahmed,Haider Bilal,14145-1007855-6,3788320733,"575 Road, Gulshan,Town",Electrician,24.9180271,67.0970916
Haider Qamar,Qazi Mairaj Afzal,49651-1748574-9,3844898819,"496 Avenue, Korangi,Town",Body-Mechanic,24.8387414,67.1209226
Afzal Ali,Ali Nisar,50731-4077635-9,3603085844,"950 Street, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Qazi Mairaj Arsalan,Ahmed Qamar,18259-4056135-6,3301812046,"962 Avenue, Orangi,Town",Painter,24.9517285,67.00227149999999
Nisar Hassan,Faizan Hassan,15019-8656713-2,3718475231,"796 Avenue, Kimari,City",Key Maker,,
Qazi Mairaj Afzal,Qazi Mairaj Nisar,12382-1807063-5,3284294234,"461 Avenue, Gulshan,City",Denter,33.2573986,73.1455467
Nisar Bilal,Muhammad Muhammad,71900-3947338-6,3502725023,"766 Avenue, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Ahmed Arsalan,Arsalan Nisar,16121-6841338-6,3327670350,"395 Avenue, Saddar,Town",Key Maker,24.8531846,67.0166725
Qazi Mairaj Bilal,Haider Afzal,20907-2182709-1,3169591482,"716 Street, Kimari,City",Denter,,
Bilal Ali,Qazi Mairaj Arsalan,90656-4495404-1,3531617233,"425 Street, Saddar,Town",Key Maker,24.8531846,67.0166725
Qazi Mairaj Faizan,Hassan Bilal,71042-8276918-8,3429747798,"50 Road, Liaquatabad,Town",Painter,24.9059803,67.0447935
Qazi Mairaj Muhammad,Afzal Arsalan,79685-7540978-5,3978942492,"470 Road, Five Star,Town",Key Maker,,
Nisar Muhammad,Faizan Afzal,78230-4554980-2,3246953759,"56 Road, Liaquatabad,Town",Painter,24.9018815,67.042692
Nisar Faizan,Faizan Muhammad,38519-3865038-1,3883377484,"955 Road, Korangi,City",Flat Tire Mechanic,24.847534,67.003756
Ali Muhammad,Nisar Haider,62026-8095689-6,3951672981,"897 Road, Gulshan,City",Body-Mechanic,33.2573986,73.1455467
Qamar Muhammad,Haider Ahmed,42244-8413653-4,3439172862,"786 Avenue, Kimari,Town",Auto Mechanic,24.8787702,66.87899999999999
Afzal Hassan,Qamar Qazi Mairaj,83680-6100985-1,3798182400,"959 Street, Orangi,Town",Auto Mechanic,24.9517285,67.00227149999999
Ahmed Bilal,Haider Ahmed,23887-7732360-2,3611452515,"97 Road, Gulshan,Town",Painter,24.9180271,67.0970916
Muhammad Qazi Mairaj,Ali Qamar,58287-6457839-5,3111112703,"202 Road, Orangi,City",Electrician,24.9517285,67.00227149999999
Arsalan Nisar,Ali Qazi Mairaj,46537-1256234-9,3835177699,"357 Street, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Haider Arsalan,Haider Haider,53217-4841142-6,3033396242,"118 Street, Korangi,Town",Key Maker,24.8387414,67.1209226
Faizan Qamar,Afzal Hassan,62289-7380748-6,3023503939,"198 Street, Kimari,Town",Painter,24.8787702,66.87899999999999
Qazi Mairaj Ahmed,Qazi Mairaj Hassan,89257-8309682-1,3818830939,"24 Avenue, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Faizan Haider,Muhammad Ahmed,61450-8835623-1,3830001957,"254 Road, Liaquatabad,City",Body-Mechanic,24.9106894,67.031087
Afzal Qazi Mairaj,Hassan Qazi Mairaj,31363-4820419-5,3110223598,"806 Avenue, Korangi,City",Body-Mechanic,24.8387414,67.1209226
Faizan Qazi Mairaj,Muhammad Ahmed,67684-1797420-5,3263799705,"236 Road, Saddar,Town",Painter,24.8531846,67.0166725
Haider Ali,Muhammad Qamar,95121-7135978-8,3140626283,"810 Street, Five Star,Town",Painter,,
Bilal Muhammad,Arsalan Faizan,45005-9491680-8,3912978833,"601 Road, Gulshan,Town",Body-Mechanic,24.9180271,67.0970916
Muhammad Ali,Arsalan Ali,44634-6364236-1,3910158978,"263 Avenue, Saddar,City",Painter,24.8615984,67.0290744
Qazi Mairaj Hassan,Qazi Mairaj Muhammad,57998-9506032-6,3560814696,"168 Road, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Hassan Qazi Mairaj,Bilal Ahmed,92306-3497207-2,3845612903,"615 Avenue, Saddar,Town",Painter,24.8531846,67.0166725
Qamar Qazi Mairaj,Faizan Muhammad,45238-2678547-9,3998079367,"445 Road, Korangi,Town",Key Maker,24.8387414,67.1209226
Ahmed Muhammad,Nisar Muhammad,72366-7403890-5,3723569013,"892 Street, Liaquatabad,Town",Auto Mechanic,24.9046605,67.0472374
Muhammad Arsalan,Qazi Mairaj Arsalan,68841-1706752-8,3302085081,"314 Street, Johar,City",Electrician,,
Nisar Ahmed,Afzal Qazi Mairaj,42538-1188700-4,3837573529,"996 Street, Orangi,Town",Painter,24.9517285,67.00227149999999
Ahmed Muhammad,Arsalan Muhammad,33511-1658500-1,3637881197,"601 Road, Liaquatabad,Town",Denter,24.9046605,67.0472374
Qamar Hassan,Hassan Arsalan,45399-2343024-8,3720498218,"535 Road, Five Star,City",Auto Mechanic,,
Hassan Ahmed,Ahmed Muhammad,62047-2515979-9,3352683862,"934 Road, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Bilal Haider,Bilal Arsalan,16043-5708908-4,3731917347,"999 Road, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Muhammad Ali,Nisar Faizan,53972-3483670-8,3091457444,"220 Street, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
Bilal Muhammad,Arsalan Nisar,20245-2758757-9,3898839368,"866 Avenue, Saddar,City",Electrician,24.8615984,67.0290744
Muhammad Muhammad,Qazi Mairaj Bilal,27910-7935743-7,3895978171,"763 Street, Kimari,City",Flat Tire Mechanic,29.6569925,-82.9773821
Hassan Muhammad,Nisar Faizan,67919-7737208-4,3662299738,"135 Avenue, Five Star,Town",Body-Mechanic,,
