original_Name,original_Father's Name,original_ID Number,original_Phone Number,original_Address,original_Specialty,lat,lon,formatted,housenumber,name,street,postcode,county,district,suburb,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Muhammad Qazi Mairaj,Muhammad Ahmed,23025-9969980-8,03214279245,"667 Street, Liaquatabad,Town",Painter,24.8983421,67.0422072,"48th Street, Liaquatabad, Liquatabad Town 75900, Pakistan",,48th Street,48th Street,75900,Karachi,Liaquatabad Block 5,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.648,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Faizan,Hassan Ahmed,92144-2260370-6,03103060227,"315 Street, Korangi,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Arsalan Arsalan,Muhammad Arsalan,73829-1822412-1,03326752157,"145 Avenue, Liaquatabad,Town",Body-Mechanic,24.78674035,67.0564332,"145 Saba Avenue, DHA Phase 6, Karachi Division 74500, Pakistan",145,,Saba Avenue,74500,Karachi,DHA Phase 6,DHA Phase 6,Karachi Division,Sindh,SD,Pakistan,pk,0.14400000000000004,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Haider,Muhammad Haider,60724-2395263-1,03320809096,"460 Avenue, Liaquatabad,Town",Denter,24.8823487,67.0831847,"460 Ghazi Salahuddin Road, Shabbirabad, Karachi Division 75300, Pakistan",460,,Ghazi Salahuddin Road,75300,Karachi,Adamji Nagar,Shabbirabad,Karachi Division,Sindh,SD,Pakistan,pk,0.214326,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Faizan,Ahmed Ahmed,37292-6105574-2,03815800810,"239 Road, Saddar,City",Body-Mechanic,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Ahmed,Haider Qazi Mairaj,54260-5252982-5,03497678089,"69 Avenue, Liaquatabad,Town",Key Maker,33.699046,73.068713,"Gali 69, Sector G-7, Islamabad, Pakistan",,,Gali 69,,,,Sector G-7,Islamabad,Islamabad,IS,Pakistan,pk,0.07290000000000003,0.7290000000000001,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Ahmed,Haider Hassan,70699-2037783-2,03053949584,"596 Street, Kimari,City",Body-Mechanic,24.9442066,67.0537233128516,"A 596 5th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 596,,5th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2985255,0.567,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Bilal,Arsalan Qamar,95920-3239465-3,03784178297,"933 Avenue, Johar,Town",Denter,24.9078919,67.1381622,"Bisma Avenue, Johar Chowrangi Road, Gulistan e Johar, Karachi Division 75300, Pakistan",,Bisma Avenue,Johar Chowrangi Road,75300,Karachi,Rufi Foundation,Gulistan e Johar,Karachi Division,Sindh,SD,Pakistan,pk,0.46042105263157895,0.81,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Bilal,Qazi Mairaj Qamar,46239-1218454-8,03867353920,"584 Street, Liaquatabad,City",Body-Mechanic,24.898342,67.042207,"48th Street, C Area Liaquatabad, Karachi, Pakistan",,,48th Street,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.52488,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Arsalan,Afzal Afzal,38705-6932377-3,03365758235,"992 Road, Johar,Town",Denter,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Qamar Muhammad,Haider Muhammad,92071-5179773-7,03018091453,"468 Avenue, Orangi,Town",Denter,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Arsalan,Qamar Hassan,56311-8717447-7,03389889267,"262 Road, Liaquatabad,Town",Body-Mechanic,24.90037,67.044836,"‎SM Taufiq Road, Liaquatabad, Liquatabad Town 75900, Pakistan",,,‎SM Taufiq Road,75900,Karachi,A Area Liaquatabad,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.5634782608695652,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Faizan,Ahmed Hassan,66287-2247629-7,03826924718,"119 Avenue, Orangi,City",Electrician,24.78903045,67.05359785,"119 Saba Avenue, DHA Phase 6, Karachi Division 74500, Pakistan",119,,Saba Avenue,74500,Karachi,DHA Phase 6,DHA Phase 6,Karachi Division,Sindh,SD,Pakistan,pk,0.45,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Faizan,Muhammad Faizan,48389-9067503-8,03735782649,"200 Avenue, Five Star,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Haider Nisar,Hassan Arsalan,99656-6301855-9,03206746924,"888 Avenue, Kimari,Town",Flat Tire Mechanic,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Haider,Bilal Qamar,22687-1657073-8,03404847766,"265 Road, Korangi,Town",Key Maker,24.8470249,67.1619649,"Main Korangi Road, Bagh-e-Korangi, Landhi Town 75120, Pakistan",,Main Korangi Road,Main Korangi Road,75120,,Landhi Town,Bagh-e-Korangi,Landhi Town,Sindh,SD,Pakistan,pk,0.6138947368421053,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Arsalan,Muhammad Muhammad,42091-2252530-4,03358600623,"738 Avenue, Saddar,City",Painter,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Qamar,Arsalan Ahmed,93543-5231163-2,03947844003,"408 Avenue, Saddar,Town",Electrician,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Bilal,Bilal Ali,16335-5304313-1,03938399266,"772 Road, Gulshan,City",Denter,,,,,,,,,,,,,,,,,,,,,
Faizan Faizan,Ahmed Ahmed,87725-9028842-6,03198834970,"143 Road, Orangi,Town",Flat Tire Mechanic,24.9499909,66.980492,"L Block Road, Chisti Nagar, Karachi Division 75840, Pakistan",,L Block Road,L Block Road,75840,,Orangi Town,Chisti Nagar,Karachi Division,Sindh,SD,Pakistan,pk,0.63,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Nisar,Ali Hassan,56112-8225428-6,03372776488,"386 Avenue, Orangi,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Qamar,Nisar Ali,36420-6164851-7,03818800611,"611 Road, Korangi,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Hassan Qazi Mairaj,Muhammad Ahmed,57233-5043330-6,03874258334,"899 Avenue, Orangi,City",Flat Tire Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Muhammad,Bilal Bilal,39797-5409095-5,03307366755,"628 Road, Five Star,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Afzal Ali,Qazi Mairaj Arsalan,74021-9095391-5,03588564828,"509 Street, Kimari,City",Auto Mechanic,24.9438211,67.05560626929955,"A 509 8th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 509,,8th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2985255,0.567,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Hassan,Ahmed Ahmed,62509-8455371-7,03672174734,"679 Avenue, Korangi,City",Key Maker,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Afzal,Ahmed Arsalan,87661-4948844-4,03562557268,"686 Avenue, Johar,Town",Denter,24.9078919,67.1381622,"Bisma Avenue, Johar Chowrangi Road, Gulistan e Johar, Karachi Division 75300, Pakistan",,Bisma Avenue,Johar Chowrangi Road,75300,Karachi,Rufi Foundation,Gulistan e Johar,Karachi Division,Sindh,SD,Pakistan,pk,0.46042105263157895,0.81,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Ahmed,Ali Afzal,72071-3508973-9,03382784887,"413 Road, Kimari,City",Body-Mechanic,24.8485925,67.00638491702443,"Karachi City, Station Road, Sultanabad, Karachi Division 72500, Pakistan",,Karachi City,Station Road,72500,,Central Business District,Sultanabad,Karachi Division,Sindh,SD,Pakistan,pk,0.3402000000000001,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Arsalan,Muhammad Haider,68844-7517750-2,03269950713,"811 Street, Gulshan,City",Painter,,,,,,,,,,,,,,,,,,,,,
Afzal Faizan,Muhammad Hassan,36741-5870381-2,03474555620,"753 Road, Liaquatabad,Town",Painter,24.900508,67.040089,"Service Road, C Area Liaquatabad, Karachi 75900, Pakistan",,,Service Road,75900,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.5071304347826088,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Qazi Mairaj,Afzal Hassan,98001-8417642-1,03319931025,"257 Avenue, Orangi,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Ahmed,Qamar Arsalan,64422-3148393-5,03883527364,"638 Road, Liaquatabad,City",Auto Mechanic,24.900508,67.040089,"Service Road, C Area Liaquatabad, Karachi, Pakistan",,,Service Road,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.5071304347826088,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Qamar,Nisar Ali,66359-2536473-5,03793728495,"548 Avenue, Gulshan,Town",Electrician,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Ali Qamar,Muhammad Faizan,21199-3439132-4,03911275531,"23 Street, Five Star,Town",Body-Mechanic,24.775216,67.082254,"23rd Street, DHA Phase 8, Karachi, Pakistan",,,23rd Street,,Karachi,,DHA Phase 8,Karachi,Sindh,SD,Pakistan,pk,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Qamar,Arsalan Afzal,62552-9828249-8,03884455080,"416 Road, Liaquatabad,Town",Key Maker,24.900508,67.040089,"Service Road, Liaquatabad, Liquatabad Town 75900, Pakistan",,,Service Road,75900,Karachi,Liaquatabad Block 5,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.6260869565217392,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Muhammad,Muhammad Bilal,94061-4382198-3,03311565464,"695 Avenue, Kimari,Town",Flat Tire Mechanic,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Qazi Mairaj,Afzal Faizan,99835-1742766-9,03829973729,"354 Avenue, Liaquatabad,City",Auto Mechanic,24.9373345,67.03468134856263,"A 354 Cricketers Avenue, North Nazimabad, Karachi Division 74700, Pakistan",A 354,,Cricketers Avenue,74700,Karachi,North Nazimabad Block C,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.29760696000000003,0.45927000000000007,0.41334300000000007,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Afzal,Muhammad Ali,40733-1987734-3,03968942468,"647 Road, Gulshan,Town",Auto Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.6000000000000001,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Afzal Haider,Arsalan Muhammad,71595-8622630-8,03030621375,"887 Avenue, Orangi,City",Key Maker,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Haider,Muhammad Nisar,56306-1342653-7,03950028018,"333 Street, Korangi,Town",Auto Mechanic,24.8259096,67.1066858,"Allahwala Town Sector A, Street 6, Korangi, Karachi Division 74900, Pakistan",,Allahwala Town Sector A,Street 6,74900,,Korangi,Korangi,Karachi Division,Sindh,SD,Pakistan,pk,0.6000000000000001,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Hassan,Faizan Bilal,94042-3301517-6,03533458743,"847 Street, Gulshan,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Afzal Haider,Bilal Qazi Mairaj,53282-4035374-7,03848886694,"454 Avenue, Korangi,Town",Painter,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Ali,Haider Ali,71317-8699500-1,03601865575,"253 Avenue, Kimari,City",Electrician,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Nisar,Nisar Nisar,98079-5634282-4,03160525513,"806 Street, Korangi,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Afzal Haider,Bilal Ahmed,64557-1349797-1,03550033833,"448 Road, Kimari,City",Key Maker,24.8491817,67.0025148,"National Bank of Pakistan - I.I. Chundrigar Road, I.I. Chundrigar Road, Sultanabad, Karachi Division 72500, Pakistan",,National Bank of Pakistan - I.I. Chundrigar Road,I.I. Chundrigar Road,72500,Karachi,,Sultanabad,Karachi Division,Sindh,SD,Pakistan,pk,0.29524500000000004,0.81,0.5904900000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Qamar,Afzal Qazi Mairaj,12914-8817006-5,03846258785,"998 Road, Kimari,City",Auto Mechanic,24.852211,67.004389,"Serai Road, Karachi City Centre, Karachi, Pakistan",,,Serai Road,,Karachi,,Karachi City Centre,Karachi,Sindh,SD,Pakistan,pk,0.36450000000000005,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Ali,Muhammad Qamar,72712-2666861-1,03790762237,"714 Avenue, Orangi,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Afzal,Muhammad Hassan,22203-4528821-3,03534161258,"988 Avenue, Five Star,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Faizan Arsalan,Afzal Muhammad,41654-6100540-3,03362605405,"987 Road, Liaquatabad,City",Painter,24.900508,67.040089,"Service Road, C Area Liaquatabad, Karachi, Pakistan",,,Service Road,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.5071304347826088,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Muhammad,Ali Hassan,10146-3849457-1,03550074741,"779 Avenue, Saddar,City",Electrician,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Hassan,Muhammad Arsalan,10897-7882026-4,03293431292,"309 Avenue, Saddar,City",Flat Tire Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Ali,Arsalan Qazi Mairaj,95465-2574076-7,03841589964,"339 Avenue, Orangi,City",Electrician,24.9369575,67.03575689979616,"A 339 Cricketers Avenue, North Nazimabad, Karachi Division 74700, Pakistan",A 339,,Cricketers Avenue,74700,Karachi,North Nazimabad Block C,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.11024999999999999,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Haider,Ali Nisar,52289-1017659-5,03882343809,"372 Road, Kimari,Town",Key Maker,24.9411,67.04116289698334,"A 372 Faizan Street, North Nazimabad, Karachi Division 74700, Pakistan",A 372,,Faizan Street,74700,Karachi,North Nazimabad Block D,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.063,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Faizan,Qamar Afzal,39499-6428348-6,03606925620,"312 Avenue, Gulshan,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Bilal Haider,Muhammad Faizan,30860-7283868-4,03382000697,"335 Street, Kimari,City",Body-Mechanic,24.851895,67.003783,"Jeswani Street, Karachi City Centre, Karachi, Pakistan",,,Jeswani Street,,Karachi,,Karachi City Centre,Karachi,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Hassan,Ahmed Ali,87660-5423171-3,03335796168,"336 Street, Johar,Town",Painter,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Qazi Mairaj Muhammad,Haider Bilal,42712-8346186-2,03194346544,"143 Street, Kimari,City",Painter,24.78305255,67.05513246731952,"143 35th Street, DHA Phase 6, Karachi Division 74500, Pakistan",143,,35th Street,74500,Karachi,DHA Phase 6,DHA Phase 6,Karachi Division,Sindh,SD,Pakistan,pk,0.45,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Muhammad,Afzal Afzal,60415-2990088-6,03299417528,"108 Avenue, Johar,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Muhammad Qazi Mairaj,Hassan Qamar,64458-8592235-6,03530934582,"263 Avenue, Saddar,Town",Flat Tire Mechanic,24.8035208,67.0351632,"Saba Avenue, Zamzama, Defence 75600, Pakistan",,Saba Avenue,Saba Avenue,75600,,DHA Phase 5,Zamzama,Defence,Sindh,SD,Pakistan,pk,0.2321865,0.63,0.35720999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Ahmed,Nisar Faizan,77144-3550859-2,03198300566,"966 Avenue, Liaquatabad,City",Auto Mechanic,24.8520348,67.0156266,"Tahir Avenue, I.I. Chundrigar Road, Serai Quarter, Karachi Division 72500, Pakistan",,Tahir Avenue,I.I. Chundrigar Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.25719119999999995,0.3969,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Afzal,Afzal Ahmed,96229-7163173-1,03827800659,"183 Avenue, Saddar,City",Body-Mechanic,33.710084,73.070134,"Gali 183, Sector G-7, Islamabad, Pakistan",,,Gali 183,,,,Sector G-7,Islamabad,Islamabad,IS,Pakistan,pk,0.32805000000000006,0.7290000000000001,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Bilal,Hassan Afzal,36782-9858918-4,03630325530,"524 Avenue, Kimari,Town",Flat Tire Mechanic,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Qamar,Hassan Ali,24918-2020327-4,03187322875,"251 Street, Saddar,City",Painter,24.8619621,67.03359315349786,"St Patrick's College, Church Street, Saddar, Karachi Division 74400, Pakistan",,St Patrick's College,Church Street,74400,,Saddar Bazaar,Saddar,Karachi Division,Sindh,SD,Pakistan,pk,0.5850000000000001,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Ali,Muhammad Hassan,78624-2135656-7,03621624310,"302 Avenue, Five Star,City",Painter,,,,,,,,,,,,,,,,,,,,,
Afzal Nisar,Afzal Arsalan,90576-6268020-5,03039562465,"848 Road, Five Star,City",Denter,,,,,,,,,,,,,,,,,,,,,
Ahmed Haider,Qazi Mairaj Muhammad,26592-2970200-2,03142237202,"625 Road, Kimari,City",Electrician,24.8485925,67.00638491702443,"Karachi City, Station Road, Sultanabad, Karachi Division 72500, Pakistan",,Karachi City,Station Road,72500,,Central Business District,Sultanabad,Karachi Division,Sindh,SD,Pakistan,pk,0.3402000000000001,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Hassan,Afzal Haider,40730-8786815-1,03480819982,"311 Street, Liaquatabad,City",Painter,27.827,68.134984,"S11-311, SD, Pakistan",,,S11-311,,Qambar Shahdadkot,,,,Sindh,SD,Pakistan,pk,0.54,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Afzal,Haider Bilal,83669-7827582-4,03454384596,"377 Street, Kimari,City",Auto Mechanic,24.943047749999998,67.05743550000001,"A 377 12th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 377,,12th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2985255,0.567,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Muhammad,Muhammad Bilal,71614-6063978-5,03146563289,"109 Road, Five Star,Town",Key Maker,31.4840345,74.3169254,"109 Avenue 4 Block E, Model Town Extension, Lahore 54600, Pakistan",109,,Avenue 4 Block E,54600,Lahore,Model Town,Model Town Extension,Lahore,Punjab,PB,Pakistan,pk,0.16669799999999999,0.9,0.25004699999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Bilal,Qazi Mairaj Qazi Mairaj,33915-7723125-8,03803331612,"357 Street, Saddar,City",Denter,33.9969805,71.5405062,"Hasrat Street, Nothia, Peshawar Cantonment 25000, Pakistan",,Hasrat Street,Hasrat Street,25000,,,Nothia,Peshawar Cantonment,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.36855,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Bilal,Ali Afzal,37699-7274480-6,03715938618,"423 Avenue, Korangi,City",Key Maker,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Muhammad,Qazi Mairaj Faizan,33535-5888168-7,03879562068,"927 Avenue, Liaquatabad,Town",Painter,24.8705896,67.3537767,"927 Arsalan Tariq Road, Gulshan-e-Hadeed, Karachi Division 75010, Pakistan",927,,Arsalan Tariq Road,75010,Karachi,Gulshan e Hadeed Phase 1,Gulshan-e-Hadeed,Karachi Division,Sindh,SD,Pakistan,pk,0.214326,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Arsalan,Arsalan Hassan,75556-7725661-7,03553325371,"538 Road, Johar,Town",Body-Mechanic,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Afzal Arsalan,Ahmed Hassan,39323-5082838-3,03674089980,"287 Avenue, Orangi,Town",Key Maker,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2835,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
